summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
4,25-9041,Teacher Assistants,9060,9060,0,0,190,0,190,24470,22900,17460,27970,"Some college, no degree",None,None
2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",12250,12310,60,0.004897959,350,70,280,49250,42880,25680,61040, , , 
3,27-1000,Art and Design Workers,3390,3390,0,0,100,10,90,n/a,n/a,n/a,n/a, , , 
4,27-1011,Art Directors,230,230,0,0,10,0,10,88110,75170,46040,109150,Bachelor's degree,5 years or more,None
4,27-1014,Multimedia Artists and Animators,190,190,0,0,0,0,0,47910,44930,39400,52160,Bachelor's degree,None,Moderate-term on-the-job training
4,27-1021,Commercial and Industrial Designers,300,300,0,0,10,0,10,65720,68410,42450,77350,Bachelor's degree,None,None
4,27-1023,Floral Designers,360,360,0,0,10,0,10,25650,25860,18990,28990,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1024,Graphic Designers,970,970,0,0,30,0,30,49370,45700,31800,58160,Bachelor's degree,None,None
4,27-1025,Interior Designers,200,200,0,0,10,0,10,47240,43500,34680,53510,Bachelor's degree,None,None
4,27-1026,Merchandise Displayers and Window Trimmers,230,230,0,0,10,0,10,29080,26960,17420,34920,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1027,Set and Exhibit Designers,140,140,0,0,0,0,0,53570,46160,39010,60850,Bachelor's degree,None,None
3,27-2000,"Entertainers and Performers, Sports and Related Workers",4130,4190,60,0.014527845,150,30,120,n/a,n/a,n/a,n/a, , , 
4,27-2012,Producers and Directors,490,490,0,0,20,0,20,59000,52290,33250,71880,Bachelor's degree,Less than 5 years,None
4,27-2022,Coaches and Scouts,1550,1610,60,0.038709677,80,30,50,43730,38570,22170,54510,Bachelor's degree,None,None
4,27-2023,"Umpires, Referees, and Other Sports Officials",140,140,0,0,0,0,0,25650,24840,20400,28270,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-2031,Dancers,170,170,0,0,10,0,10,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
4,27-2041,Music Directors and Composers,740,740,0,0,20,0,20,46020,49830,19840,59110,Bachelor's degree,Less than 5 years,None
4,27-2042,Musicians and Singers,660,660,0,0,20,0,20,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Long-term on-the-job training
4,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",110,120,10,0.090909091,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,None
3,27-3000,Media and Communication Workers,3660,3660,0,0,100,30,70,n/a,n/a,n/a,n/a, , , 
4,27-3011,Radio and Television Announcers,180,180,0,0,0,0,0,49620,28840,19750,64550,Bachelor's degree,None,None
4,27-3012,Public Address System and Other Announcers,70,70,0,0,0,0,0,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Short-term on-the-job training
4,27-3021,Broadcast News Analysts,60,60,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
4,27-3022,Reporters and Correspondents,240,220,-20,-0.083333333,10,0,10,38710,33330,26070,45030,Bachelor's degree,None,None
4,27-3031,Public Relations Specialists,900,920,20,0.022222222,20,10,10,53600,46820,31770,64510,Bachelor's degree,None,None
4,27-3041,Editors,680,630,-50,-0.073529412,20,0,20,60080,48610,33110,73570,Bachelor's degree,Less than 5 years,None
4,27-3042,Technical Writers,170,170,0,0,10,0,10,62080,63810,48670,68780,Bachelor's degree,Less than 5 years,Short-term on-the-job training
4,27-3043,Writers and Authors,730,730,0,0,20,0,20,75190,69700,33450,96050,Bachelor's degree,None,Moderate-term on-the-job training
4,27-3091,Interpreters and Translators,550,580,30,0.054545455,30,20,10,50410,46450,33430,58900,Bachelor's degree,None,Short-term on-the-job training
4,27-3099,"Media and Communication Workers, All Other",100,100,0,0,0,0,0,56070,53870,42060,63070,High school diploma or equivalent,None,Short-term on-the-job training
3,27-4000,Media and Communication Equipment Workers,1060,1070,10,0.009433962,10,0,10,n/a,n/a,n/a,n/a, , , 
4,27-4011,Audio and Video Equipment Technicians,160,170,10,0.0625,0,0,0,42700,37780,24930,51580,Postsecondary non-degree award,None,Short-term on-the-job training
4,27-4012,Broadcast Technicians,200,200,0,0,0,0,0,36070,29560,18060,45080,Associate's degree,None,Short-term on-the-job training
4,27-4021,Photographers,510,510,0,0,10,0,10,31720,28220,17530,38820,High school diploma or equivalent,None,Long-term on-the-job training
4,27-4032,Film and Video Editors,70,70,0,0,0,0,0,n/a,n/a,n/a,n/a,Bachelor's degree,None,None
2,29-0000,Healthcare Practitioners and Technical Occupations,36230,37120,890,0.024565277,1150,470,680,65020,55630,35460,79800, , , 
3,29-1000,Health Diagnosing and Treating Practitioners,22540,23080,540,0.023957409,700,290,410,n/a,n/a,n/a,n/a, , , 
4,29-1011,Chiropractors,130,130,0,0,0,0,0,68890,67930,54300,76180,Doctoral or professional degree,None,None
4,29-1021,"Dentists, General",380,380,0,0,10,0,10,176900,167920,101270,">$187,200",Doctoral or professional degree,None,None
4,29-1024,Prosthodontists,50,50,0,0,0,0,0,n/a,n/a,n/a,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1031,Dietitians and Nutritionists,320,330,10,0.03125,10,10,0,50820,52210,32950,59760,Bachelor's degree,None,Internship/residency
4,29-1041,Optometrists,130,130,0,0,0,0,0,118710,115810,87380,134370,Doctoral or professional degree,None,None
4,29-1051,Pharmacists,1010,1020,10,0.00990099,30,10,20,114780,115390,86650,128840,Doctoral or professional degree,None,None
4,29-1062,Family and General Practitioners,120,120,0,0,0,0,0,162670,156190,118210,184910,Doctoral or professional degree,None,Internship/residency
4,29-1066,Psychiatrists,70,70,0,0,0,0,0,194120,181790,145090,">$187,200",Doctoral or professional degree,None,Internship/residency
4,29-1067,Surgeons,110,100,-10,-0.090909091,0,0,0,229300,">$187,200",158180,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1069,"Physicians and Surgeons, All Other",2330,2370,40,0.017167382,80,20,60,145960,120210,53120,">$187,200",Doctoral or professional degree,None,Internship/residency
4,29-1071,Physician Assistants,720,750,30,0.041666667,30,20,10,89930,88330,73000,98400,Master's degree,None,None
4,29-1081,Podiatrists,50,50,0,0,0,0,0,n/a,n/a,n/a,n/a,Doctoral or professional degree,None,Internship/residency
4,29-1122,Occupational Therapists,660,680,20,0.03030303,10,10,0,68720,69090,50260,77960,Master's degree,None,None
4,29-1123,Physical Therapists,1010,1070,60,0.059405941,50,30,20,73100,70090,56250,81530,Doctoral or professional degree,None,None
4,29-1124,Radiation Therapists,90,90,0,0,0,0,0,64860,63420,51420,71570,Associate's degree,None,None
4,29-1125,Recreational Therapists,180,180,0,0,0,0,0,46280,44550,33080,52870,Bachelor's degree,None,None
4,29-1126,Respiratory Therapists,340,350,10,0.029411765,0,0,0,54240,54360,46380,58170,Associate's degree,None,None
4,29-1127,Speech-Language Pathologists,670,680,10,0.014925373,20,10,10,61030,58850,46910,68090,Master's degree,None,None
4,29-1128,Exercise Physiologists,80,80,0,0,0,0,0,54330,54510,38550,62220,Bachelor's degree,None,None
4,29-1129,"Therapists, All Other",80,80,0,0,0,0,0,58740,56330,40220,68000,Bachelor's degree,None,None
4,29-1131,Veterinarians,260,270,10,0.038461538,10,0,10,94120,82010,67340,107510,Doctoral or professional degree,None,None
4,29-1141,Registered Nurses,11990,12320,330,0.027522936,360,160,200,59820,58870,48590,65440,Associate's degree,None,None
4,29-1171,Nurse Practitioners,920,960,40,0.043478261,40,20,20,83390,83910,66580,91800,Master's degree,None,None
4,29-1181,Audiologists,70,70,0,0,0,0,0,67450,62600,49840,76260,Doctoral or professional degree,None,None
4,29-1199,"Health Diagnosing and Treating Practitioners, All Other",260,260,0,0,10,0,10,n/a,n/a,n/a,n/a,Master's degree,None,None
3,29-2000,Health Technologists and Technicians,13200,13540,340,0.025757576,430,170,260,n/a,n/a,n/a,n/a, , , 
4,29-2011,Medical and Clinical Laboratory Technologists,790,800,10,0.012658228,30,10,20,56880,56050,48630,61010,Bachelor's degree,None,None
4,29-2012,Medical and Clinical Laboratory Technicians,890,930,40,0.04494382,40,20,20,38130,36140,27150,43620,Associate's degree,None,None
4,29-2021,Dental Hygienists,1040,1070,30,0.028846154,40,20,20,59350,59610,50780,63630,Associate's degree,None,None
4,29-2031,Cardiovascular Technologists and Technicians,230,240,10,0.043478261,10,10,0,52380,53700,37000,60060,Associate's degree,None,None
4,29-2032,Diagnostic Medical Sonographers,290,300,10,0.034482759,10,10,0,66590,67670,53610,73090,Associate's degree,None,None
4,29-2033,Nuclear Medicine Technologists,70,70,0,0,0,0,0,70340,71000,59160,75930,Associate's degree,None,None
4,29-2034,Radiologic Technologists,720,740,20,0.027777778,20,10,10,51630,49510,42210,56340,Associate's degree,None,None
4,29-2041,Emergency Medical Technicians and Paramedics,1280,1310,30,0.0234375,50,20,30,34780,32090,23900,40220,Postsecondary non-degree award,None,None
4,29-2051,Dietetic Technicians,70,70,0,0,0,0,0,34290,33930,24850,39010,Associate's degree,None,None
4,29-2052,Pharmacy Technicians,1030,1040,10,0.009708738,20,10,10,26390,26030,19800,29690,High school diploma or equivalent,None,Moderate-term on-the-job training
4,29-2055,Surgical Technologists,300,320,20,0.066666667,10,10,0,37960,37140,30820,41530,Postsecondary non-degree award,None,None
4,29-2056,Veterinary Technologists and Technicians,430,450,20,0.046511628,10,10,0,31360,30450,26070,34010,Associate's degree,None,None
4,29-2057,Ophthalmic Medical Technicians,170,170,0,0,0,0,0,35230,34800,25640,40020,Postsecondary non-degree award,None,None
4,29-2061,Licensed Practical and Licensed Vocational Nurses,4440,4530,90,0.02027027,150,50,100,38100,37710,31650,41330,Postsecondary non-degree award,None,None
4,29-2071,Medical Records and Health Information Technicians,540,550,10,0.018518519,20,10,10,34870,33580,24170,40230,Postsecondary non-degree award,None,None
4,29-2081,"Opticians, Dispensing",340,350,10,0.029411765,20,10,10,47670,47230,38520,52250,High school diploma or equivalent,None,Long-term on-the-job training
4,29-2091,Orthotists and Prosthetists,60,60,0,0,0,0,0,78870,65860,46400,95110,Master's degree,None,Internship/residency
4,29-2099,"Health Technologists and Technicians, All Other",380,390,10,0.026315789,0,0,0,39360,34970,26420,45830,High school diploma or equivalent,None,None
3,29-9000,Other Healthcare Practitioners and Technical Occupations,490,500,10,0.020408163,10,0,10,n/a,n/a,n/a,n/a, , , 
4,29-9011,Occupational Health and Safety Specialists,260,260,0,0,10,0,10,61250,58710,47460,68140,Bachelor's degree,None,Short-term on-the-job training
4,29-9091,Athletic Trainers,90,90,0,0,0,0,0,47530,43970,28540,57020,Bachelor's degree,None,None
4,29-9099,"Healthcare Practitioners and Technical Workers, All Other",110,120,10,0.090909091,0,0,0,66890,65730,43350,78660,Bachelor's degree,None,None
2,31-0000,Healthcare Support Occupations,18210,18750,540,0.029654036,600,280,320,27050,25430,20410,30360, , , 
3,31-1000,"Nursing, Psychiatric, and Home Health Aides",13560,14010,450,0.033185841,460,220,240,n/a,n/a,n/a,n/a, , , 
4,31-1011,Home Health Aides,5900,6250,350,0.059322034,270,170,100,23880,22650,19100,26260,Less than high school,None,Short-term on-the-job training
4,31-1014,Nursing Assistants,6690,6760,70,0.010463378,160,40,120,26230,26000,20990,28850,Postsecondary non-degree award,None,None
3,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,490,510,20,0.040816327,20,10,10,n/a,n/a,n/a,n/a, , , 
4,31-2011,Occupational Therapy Assistants,150,160,10,0.066666667,0,0,0,44080,43340,34490,48880,Associate's degree,None,None
4,31-2021,Physical Therapist Assistants,220,230,10,0.045454545,10,10,0,45150,43990,37530,48960,Associate's degree,None,None
4,31-2022,Physical Therapist Aides,90,90,0,0,0,0,0,26320,26170,19330,29810,High school diploma or equivalent,None,Short-term on-the-job training
3,31-9000,Other Healthcare Support Occupations,4160,4230,70,0.016826923,110,40,70,n/a,n/a,n/a,n/a, , , 
4,31-9011,Massage Therapists,170,170,0,0,0,0,0,n/a,n/a,n/a,n/a,Postsecondary non-degree award,None,None
4,31-9091,Dental Assistants,1110,1130,20,0.018018018,30,10,20,33950,34200,27100,37380,Postsecondary non-degree award,None,None
4,31-9092,Medical Assistants,740,760,20,0.027027027,20,10,10,28580,27540,22830,31460,Postsecondary non-degree award,None,None
4,31-9093,Medical Equipment Preparers,110,110,0,0,0,0,0,29290,28180,22970,32460,High school diploma or equivalent,None,Moderate-term on-the-job training
4,31-9094,Medical Transcriptionists,290,290,0,0,10,0,10,32350,32770,27030,35010,Postsecondary non-degree award,None,None
4,31-9095,Pharmacy Aides,310,310,0,0,10,0,10,23580,21790,17100,26820,High school diploma or equivalent,None,Short-term on-the-job training
4,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,190,190,0,0,0,0,0,26120,25080,20960,28700,High school diploma or equivalent,None,Short-term on-the-job training
4,31-9097,Phlebotomists,470,480,10,0.021276596,20,10,10,29310,28830,26300,30810,Postsecondary non-degree award,None,None
4,31-9099,"Healthcare Support Workers, All Other",770,790,20,0.025974026,20,10,10,29610,27810,21440,33700,High school diploma or equivalent,None,None
2,33-0000,Protective Service Occupations,15220,15400,180,0.011826544,520,90,430,48620,50240,24060,60890, , , 
3,33-1000,Supervisors of Protective Service Workers,1510,1520,10,0.006622517,50,0,50,n/a,n/a,n/a,n/a, , , 
4,33-1011,First-Line Supervisors of Correctional Officers,390,390,0,0,10,0,10,74410,73660,65560,78830,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
4,33-1012,First-Line Supervisors of Police and Detectives,550,550,0,0,20,0,20,79120,75120,60810,88270,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
4,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,290,290,0,0,10,0,10,77660,76710,65970,83510,Postsecondary non-degree award,Less than 5 years,Moderate-term on-the-job training
4,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",290,300,10,0.034482759,10,0,10,51420,51660,32620,60810,High school diploma or equivalent,Less than 5 years,None
3,33-2000,Fire Fighting and Prevention Workers,890,900,10,0.011235955,20,0,20,n/a,n/a,n/a,n/a, , , 
4,33-2011,Firefighters,840,840,0,0,20,0,20,60760,64620,46950,67660,Postsecondary non-degree award,None,Long-term on-the-job training
3,33-3000,Law Enforcement Workers,6840,6850,10,0.001461988,190,10,180,n/a,n/a,n/a,n/a, , , 
4,33-3011,Bailiffs,280,280,0,0,10,0,10,50930,53150,37650,57570,High school diploma or equivalent,None,Moderate-term on-the-job training
4,33-3021,Detectives and Criminal Investigators,400,400,0,0,10,0,10,87940,92850,58190,102820,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
4,33-3051,Police and Sheriff's Patrol Officers,2330,2340,10,0.004291845,70,0,70,59950,62390,42000,68920,High school diploma or equivalent,None,Moderate-term on-the-job training
3,33-9000,Other Protective Service Workers,5970,6130,160,0.02680067,260,80,180,n/a,n/a,n/a,n/a, , , 
4,33-9011,Animal Control Workers,130,130,0,0,0,0,0,34870,34230,27340,38630,High school diploma or equivalent,None,Moderate-term on-the-job training
4,33-9032,Security Guards,4270,4400,130,0.030444965,130,70,60,28220,25970,19490,32590,High school diploma or equivalent,None,Short-term on-the-job training
4,33-9091,Crossing Guards,380,380,0,0,10,0,10,23970,22580,17970,26970,High school diploma or equivalent,None,Short-term on-the-job training
4,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",740,750,10,0.013513514,90,10,80,20270,19410,16940,21940,High school diploma or equivalent,None,Short-term on-the-job training
4,33-9099,"Protective Service Workers, All Other",290,290,0,0,30,0,30,27240,25310,18730,31490,High school diploma or equivalent,None,Short-term on-the-job training
2,35-0000,Food Preparation and Serving Related Occupations,47670,49670,2000,0.041955108,3170,1000,2170,20840,18960,16920,22800, , , 
3,35-1000,Supervisors of Food Preparation and Serving Workers,3900,4080,180,0.046153846,200,90,110,n/a,n/a,n/a,n/a, , , 
4,35-1011,Chefs and Head Cooks,380,390,10,0.026315789,20,10,10,40450,38510,26540,47410,High school diploma or equivalent,5 years or more,None
4,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,3510,3690,180,0.051282051,200,90,110,31630,29420,22530,36180,High school diploma or equivalent,Less than 5 years,None
3,35-2000,Cooks and Food Preparation Workers,9870,10170,300,0.030395137,390,150,240,n/a,n/a,n/a,n/a, , , 
4,35-2011,"Cooks, Fast Food",1280,1320,40,0.03125,50,20,30,19210,18740,16860,20390,Less than high school,None,Short-term on-the-job training
4,35-2012,"Cooks, Institution and Cafeteria",1320,1340,20,0.015151515,40,10,30,27880,26910,20260,31680,Less than high school,None,Short-term on-the-job training
4,35-2014,"Cooks, Restaurant",3300,3500,200,0.060606061,170,100,70,24100,23430,19230,26540,Less than high school,Less than 5 years,Moderate-term on-the-job training
4,35-2015,"Cooks, Short Order",640,660,20,0.03125,20,10,10,23200,22330,16880,26350,Less than high school,None,Short-term on-the-job training
4,35-2021,Food Preparation Workers,3100,3110,10,0.003225806,100,0,100,20960,19600,16910,22980,Less than high school,None,Short-term on-the-job training
3,35-3000,Food and Beverage Serving Workers,28640,29940,1300,0.045391061,2120,650,1470,n/a,n/a,n/a,n/a, , , 
4,35-3011,Bartenders,2340,2460,120,0.051282051,150,60,90,20580,19600,16970,22390,Less than high school,None,Short-term on-the-job training
4,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",14010,14730,720,0.051391863,1030,360,670,17880,17950,16920,18360,Less than high school,None,Short-term on-the-job training
4,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2240,2290,50,0.022321429,250,30,220,18230,17940,16850,18920,Less than high school,None,Short-term on-the-job training
4,35-3031,Waiters and Waitresses,8880,9260,380,0.042792793,650,190,460,20300,19010,16950,21970,Less than high school,None,Short-term on-the-job training
4,35-3041,"Food Servers, Nonrestaurant",1170,1200,30,0.025641026,50,20,30,20690,19380,17000,22530,Less than high school,None,Short-term on-the-job training
3,35-9000,Other Food Preparation and Serving Related Workers,5270,5480,210,0.039848197,470,110,360,n/a,n/a,n/a,n/a, , , 
4,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1590,1650,60,0.037735849,120,30,90,19390,18590,16930,20630,Less than high school,None,Short-term on-the-job training
4,35-9021,Dishwashers,2440,2540,100,0.040983607,190,50,140,18110,18050,16930,18700,Less than high school,None,Short-term on-the-job training
2,37-0000,Building and Grounds Cleaning and Maintenance Occupations,21360,21840,480,0.02247191,640,240,400,25530,23340,17310,29640, , , 
3,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1300,1320,20,0.015384615,30,10,20,n/a,n/a,n/a,n/a, , , 
4,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,830,840,10,0.012048193,30,10,20,42190,40630,29820,48380,High school diploma or equivalent,Less than 5 years,None
4,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",470,480,10,0.021276596,10,10,0,47190,44530,33210,54170,High school diploma or equivalent,Less than 5 years,None
3,37-2000,Building Cleaning and Pest Control Workers,15520,15850,330,0.021262887,430,160,270,n/a,n/a,n/a,n/a, , , 
4,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",10610,10840,230,0.021677663,290,110,180,24560,23250,17600,28030,Less than high school,None,Short-term on-the-job training
4,37-2012,Maids and Housekeeping Cleaners,4550,4630,80,0.017582418,120,40,80,20990,19440,16960,23000,Less than high school,None,Short-term on-the-job training
3,37-3000,Grounds Maintenance Workers,4540,4680,140,0.030837004,180,70,110,n/a,n/a,n/a,n/a, , , 
4,37-3011,Landscaping and Groundskeeping Workers,3810,3930,120,0.031496063,160,60,100,25410,23410,17260,29480,Less than high school,None,Short-term on-the-job training
2,39-0000,Personal Care and Service Occupations,24750,25230,480,0.019393939,790,250,540,25570,22210,16920,29890, , , 
3,39-1000,Supervisors of Personal Care and Service Workers,890,900,10,0.011235955,10,0,10,n/a,n/a,n/a,n/a, , , 
4,39-1021,First-Line Supervisors of Personal Service Workers,840,850,10,0.011904762,10,0,10,37650,36120,27010,42970,High school diploma or equivalent,Less than 5 years,None
3,39-2000,Animal Care and Service Workers,1330,1350,20,0.015037594,30,10,20,n/a,n/a,n/a,n/a, , , 
4,39-2011,Animal Trainers,150,150,0,0,10,0,10,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Moderate-term on-the-job training
4,39-2021,Nonfarm Animal Caretakers,1190,1200,10,0.008403361,20,10,10,22090,20080,16890,24690,Less than high school,None,Short-term on-the-job training
3,39-3000,Entertainment Attendants and Related Workers,1470,1490,20,0.013605442,100,10,90,n/a,n/a,n/a,n/a, , , 
4,39-3021,Motion Picture Projectionists,60,50,-10,-0.166666667,0,0,0,22810,21790,17860,25290,Less than high school,None,Short-term on-the-job training
4,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",260,250,-10,-0.038461538,20,0,20,22080,20540,16850,24700,Less than high school,None,Short-term on-the-job training
4,39-3091,Amusement and Recreation Attendants,810,830,20,0.024691358,60,10,50,19740,18670,16930,21140,Less than high school,None,Short-term on-the-job training
4,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",80,80,0,0,10,0,10,23550,19060,17040,26800,High school diploma or equivalent,None,Short-term on-the-job training
3,39-4000,Funeral Service Workers,240,240,0,0,10,0,10,n/a,n/a,n/a,n/a, , , 
4,39-4021,Funeral Attendants,100,100,0,0,0,0,0,29560,29150,26960,30850,High school diploma or equivalent,None,Short-term on-the-job training
4,39-4031,"Morticians, Undertakers, and Funeral Directors",140,140,0,0,0,0,0,54770,49280,37780,63260,Associate's degree,None,Long-term on-the-job training
3,39-5000,Personal Appearance Workers,3150,3200,50,0.015873016,90,20,70,n/a,n/a,n/a,n/a, , , 
4,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2540,2580,40,0.015748031,80,20,60,24320,19440,16880,28040,Postsecondary non-degree award,None,None
3,39-6000,"Baggage Porters, Bellhops, and Concierges",110,120,10,0.090909091,0,0,0,n/a,n/a,n/a,n/a, , , 
4,39-6011,Baggage Porters and Bellhops,80,80,0,0,0,0,0,23300,20850,16880,26520,High school diploma or equivalent,None,Short-term on-the-job training
3,39-7000,Tour and Travel Guides,170,160,-10,-0.058823529,10,0,10,n/a,n/a,n/a,n/a, , , 
4,39-7011,Tour Guides and Escorts,150,150,0,0,10,0,10,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Moderate-term on-the-job training
3,39-9000,Other Personal Care and Service Workers,17380,17780,400,0.02301496,530,200,330,n/a,n/a,n/a,n/a, , , 
4,39-9011,Childcare Workers,7460,7580,120,0.016085791,290,60,230,20690,19730,16880,22590,High school diploma or equivalent,None,Short-term on-the-job training
4,39-9021,Personal Care Aides,5730,5920,190,0.033158813,130,100,30,25960,23020,17490,30200,Less than high school,None,Short-term on-the-job training
4,39-9031,Fitness Trainers and Aerobics Instructors,1600,1660,60,0.0375,50,30,20,38010,34910,19870,47080,High school diploma or equivalent,None,Short-term on-the-job training
4,39-9032,Recreation Workers,1630,1650,20,0.012269939,30,10,20,25500,22210,16960,29770,Bachelor's degree,None,None
4,39-9041,Residential Advisors,640,650,10,0.015625,40,10,30,26080,24160,21020,28610,High school diploma or equivalent,None,Short-term on-the-job training
4,39-9099,"Personal Care and Service Workers, All Other",320,320,0,0,10,0,10,22230,20410,16850,24920,High school diploma or equivalent,None,Short-term on-the-job training
2,41-0000,Sales and Related Occupations,58130,58270,140,0.002408395,2110,160,1950,35930,23820,17100,45350, , , 
3,41-1000,Supervisors of Sales Workers,5870,5870,0,0,110,0,110,n/a,n/a,n/a,n/a, , , 
4,41-1011,First-Line Supervisors of Retail Sales Workers,4670,4660,-10,-0.002141328,100,0,100,41830,38070,27120,49180,High school diploma or equivalent,Less than 5 years,None
4,41-1012,First-Line Supervisors of Non-Retail Sales Workers,1210,1210,0,0,20,0,20,93280,85090,50590,114620,High school diploma or equivalent,Less than 5 years,None
3,41-2000,Retail Sales Workers,34500,34410,-90,-0.002608696,1500,30,1470,n/a,n/a,n/a,n/a, , , 
4,41-2011,Cashiers,13110,12960,-150,-0.011441648,700,0,700,18930,18420,17060,19860,Less than high school,None,Short-term on-the-job training
4,41-2021,Counter and Rental Clerks,1410,1430,20,0.014184397,50,10,40,27810,23230,17220,33110,Less than high school,None,Short-term on-the-job training
4,41-2031,Retail Salespersons,18990,19010,20,0.001053186,710,10,700,24870,21260,17070,28770,Less than high school,None,Short-term on-the-job training
3,41-3000,"Sales Representatives, Services",5360,5480,120,0.02238806,190,60,130,n/a,n/a,n/a,n/a, , , 
4,41-3011,Advertising Sales Agents,640,630,-10,-0.015625,20,0,20,51310,44470,24820,64550,High school diploma or equivalent,None,Moderate-term on-the-job training
4,41-3021,Insurance Sales Agents,1350,1400,50,0.037037037,50,20,30,61780,42880,31330,77010,High school diploma or equivalent,None,Moderate-term on-the-job training
4,41-3031,"Securities, Commodities, and Financial Services Sales Agents",880,880,0,0,20,0,20,98180,74850,36840,128860,Bachelor's degree,None,Moderate-term on-the-job training
4,41-3041,Travel Agents,200,200,0,0,0,0,0,36520,35140,24700,42430,High school diploma or equivalent,None,Moderate-term on-the-job training
4,41-3099,"Sales Representatives, Services, All Other",2290,2370,80,0.034934498,100,40,60,64060,58290,33480,79350,High school diploma or equivalent,None,Short-term on-the-job training
3,41-4000,"Sales Representatives, Wholesale and Manufacturing",7520,7580,60,0.007978723,180,30,150,n/a,n/a,n/a,n/a, , , 
4,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1240,1240,0,0,20,0,20,81510,66740,40570,101980,Bachelor's degree,None,Moderate-term on-the-job training
4,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",6280,6340,60,0.00955414,150,30,120,63170,56480,34100,77710,High school diploma or equivalent,None,Moderate-term on-the-job training
3,41-9000,Other Sales and Related Workers,4880,4930,50,0.010245902,110,30,80,n/a,n/a,n/a,n/a, , , 
4,41-9011,Demonstrators and Product Promoters,210,210,0,0,10,0,10,28000,23140,18830,32580,High school diploma or equivalent,None,Short-term on-the-job training
4,41-9021,Real Estate Brokers,500,510,10,0.02,10,0,10,n/a,n/a,n/a,n/a,High school diploma or equivalent,Less than 5 years,None
4,41-9022,Real Estate Sales Agents,1210,1230,20,0.016528926,20,10,10,61460,54760,30470,76950,High school diploma or equivalent,None,Long-term on-the-job training
4,41-9031,Sales Engineers,350,350,0,0,10,0,10,99260,89630,58990,119400,Bachelor's degree,None,Moderate-term on-the-job training
4,41-9041,Telemarketers,1650,1680,30,0.018181818,60,20,40,23080,19340,17200,26020,Less than high school,None,Short-term on-the-job training
4,41-9099,"Sales and Related Workers, All Other",500,500,0,0,10,0,10,20880,19490,17240,22700,High school diploma or equivalent,None,None
2,43-0000,Office and Administrative Support Occupations,95570,96420,850,0.008894004,2760,720,2040,33920,31150,21500,40120, , , 
3,43-1000,Supervisors of Office and Administrative Support Workers,6490,6630,140,0.021571649,220,70,150,n/a,n/a,n/a,n/a, , , 
4,43-1011,First-Line Supervisors of Office and Administrative Support Workers,6490,6630,140,0.021571649,220,70,150,54470,51010,36660,63380,High school diploma or equivalent,Less than 5 years,None
3,43-2000,Communications Equipment Operators,700,680,-20,-0.028571429,10,0,10,n/a,n/a,n/a,n/a, , , 
4,43-2011,"Switchboard Operators, Including Answering Service",620,610,-10,-0.016129032,10,0,10,27060,26340,19800,30680,High school diploma or equivalent,None,Short-term on-the-job training
3,43-3000,Financial Clerks,14960,15270,310,0.020721925,460,170,290,n/a,n/a,n/a,n/a, , , 
