ID,BoroCode,Borough,CD,CDName,TaxBlock,TaxLot,FacName,FacAddress,ZipCode,FacType,GroupType,SGroupType,Capacity,CapType,Acreage,PKtoG8,G9toG12,AgencyOper,AgencyOver,CT2010,Tract2010,CouncilDis,SchoolDist,PolicePrct,HealthArea,BBL,XCoord,YCoord,SvcArea
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,355,1,PS 20 ANNA SILVER,166 Essex St,10002,1001,1,11,635,1,,635,0,1,1,30.01,3001,1,1,7,6600,1003550001,988044,202060,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,381,38,PS 34 FRANKLIN D ROOSEVELT,730 E 12 St,10009,1001,1,11,390,1,,390,0,1,1,28,28,2,1,9,6300,1003810038,991163,203782,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,431,14,STAR ACADEMY PS 63 (THE),121 E 3 St,10009,1001,1,11,178,1,,178,0,1,1,32,32,2,1,9,6600,1004310014,988071,203209,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,387,1,PS 64 ROBERT SIMON,600 E 6 St,10009,1001,1,11,284,1,,284,0,1,1,26.01,2601,2,1,9,6700,1003870001,989243,202864,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,331,140,PS 110 FLORENCE NIGHTINGALE,285 Delancey St,10002,1001,1,11,415,1,,415,0,1,1,12,12,1,1,7,7600,1003310140,989814,199875,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,288,15,PS 134 HENRIETTA SZOLD,293 E Broadway,10002,1001,1,11,313,1,,313,0,1,1,2.02,202,1,1,7,8000,1002880015,988953,199534,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,288,15,PS 137 JOHN L BERNSTEIN,293 E Broadway,10002,1001,1,11,205,1,,205,0,1,1,2.02,202,1,1,7,8000,1002880015,988953,199534,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,344,1,PS 140 NATHAN STRAUS,123 Ridge St,10002,1001,1,11,396,1,,396,0,1,1,22.01,2201,1,1,7,7600,1003440001,988748,201282,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,343,1,PS 142 AMALIA CASTRO,100 Attorney St,10002,1001,1,11,389,1,,389,0,1,1,14.02,1402,1,1,7,7400,1003430001,988653,200908,L
4301181,1,MN,108,MANHATTAN COMMUNITY DISTRICT 8,1539,10,NY FOUND-SR CITIZENS EHP#2 BROWN GARDENS (EHP),225 E 93 St,10128,4301,10,101,47,2,,,,91,54,154,154,5,2,19,3300,1015390010,998243,224542,R
4301182,1,MN,110,MANHATTAN COMMUNITY DISTRICT 10,1735,12,ALMA RANGEL GARDENS NY FOUNDATION EHP #7,55 W 137 St,10037,4301,10,101,42,2,,,,91,54,212,212,9,5,32,1300,1017350012,1001250,236243,R
4301183,1,MN,108,MANHATTAN COMMUNITY DISTRICT 8,1558,3,CARNEGIE EAST HOUSE (EHP),1844 Second Ave,10128,4301,10,101,112,2,,,,91,54,156.01,15601,5,2,19,3300,1015580003,998897,224790,R
4301184,1,MN,104,MANHATTAN COMMUNITY DISTRICT 4,1063,35,NY FOUND-SR CITIZENS EHP#5 CLINTON GARDENS (EHP),404-412 W 54 St,10019,4301,10,101,47,2,,,,91,54,133,133,3,2,18,4700,1010630035,987591,218378,R
4301185,1,MN,104,MANHATTAN COMMUNITY DISTRICT 4,1074,7502,VILLAGECARE AT 46 AND TEN (EHP/ALP),510 W 46 St,10036,4301,10,101,80,2,,,,91,54,129,129,3,2,18,4500,1010747502,985818,216972,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,245,7,PS 184 SHUANG WEN,327 Cherry St,10002,1001,1,11,674,1,,674,0,1,1,2.01,201,1,1,7,8000,1002450007,988287,198359,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,356,100,PS 188 ISLAND SCHOOL (THE),442 E Houston St,10002,1001,1,11,499,1,,499,0,1,1,20,20,2,1,9,7600,1003560100,990525,201545,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,453,34,"TECHNOLOGY, ARTS AND SCIENCES STUDIO",185 1 Ave,10003,1002,1,11,157,1,,157,0,1,1,40,40,2,1,9,6200,1004530034,988552,205234,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,394,12,EAST VILLAGE COMMUNITY SCHOOL (THE),610 E 12 St,10009,1001,1,11,276,1,,276,0,1,1,28,28,2,1,9,6300,1003940012,990276,204339,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,269,41,UNIV NEIGHBORHOOD MIDDLE SCHOOL,220 Henry St,10002,1002,1,11,98,1,,98,0,1,1,2.01,201,1,1,7,8000,1002690041,988115,199173,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,269,41,CASTLE,220 Henry St,10002,1002,1,11,169,1,,169,0,1,1,2.01,201,1,1,7,8000,1002690041,988115,199173,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,394,12,CHILDREN'S WORKSHOP SCHOOL (THE),610 E 12 St,10009,1001,1,11,256,1,,256,0,1,1,28,28,2,1,9,6300,1003940012,990276,204339,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,431,14,NEIGHBORHOOD SCHOOL,121 E 3 St,10009,1001,1,11,302,1,,302,0,1,1,32,32,2,1,9,6600,1004310014,988071,203209,L
4100DC10590,3,BK,301,BROOKLYN COMMUNITY DISTRICT 1,2344,8,"WILLIAMSBURG NORTH SIDE PRESCHOOL, LLC",152 N 5 St,11211,4102,8,82,127,1,,,,90,14,553,553,34,14,94,400,3023440008,995748,200210,L
4100DC10592,3,BK,317,BROOKLYN COMMUNITY DISTRICT 17,4652,40,"STEP BY STEP EARLY CHILDHOOD CENTER, INC.",1163 Lenox Rd,11212,4102,8,82,47,1,,,,90,14,890,890,41,23,67,5810,3046520040,1007047,179779,L
4100DC10599,3,BK,317,BROOKLYN COMMUNITY DISTRICT 17,4886,5,JANET LAWRENCE,3212 Church Ave,11226,4102,8,82,14,1,,,,90,14,824,824,40,17,67,5520,3048860005,998902,176331,L
4100DC106,2,BX,206,BRONX COMMUNITY DISTRICT 6,3132,1,PHIPPS COMMUNITY DEVELOPMENT CORPORATION,1005 E 179 St,10460,4104,8,82,30,1,,,,91,14,361,361,15,12,48,2110,2031320001,1017614,246258,L
4100DC10600,3,BK,310,BROOKLYN COMMUNITY DISTRICT 10,5969,1,"TUTOR TIME LEARNING CENTERS, LLC.",7817-25 3 Ave,11209,4102,8,82,59,1,,,,90,14,64,64,43,20,68,7600,3059690001,976323,168319,L
4100DC10602,3,BK,302,BROOKLYN COMMUNITY DISTRICT 2,2046,96,"ALEX,JANELLE & SORAYA, INCORPORATED",381 Myrtle Ave,11205,4102,8,82,40,1,,,,90,14,187,187,35,13,88,1200,3020460096,992373,191900,L
4100DC10606,3,BK,317,BROOKLYN COMMUNITY DISTRICT 17,4774,1,"FACES OF THE FUTURE DAY CARE CENTER, LLC",5302 Clarendon Rd,11203,4102,8,82,26,1,,,,90,14,846,846,45,18,67,7420,3047740001,1004660,174040,L
4100DC1061,3,BK,301,BROOKLYN COMMUNITY DISTRICT 1,2193,7,"YELED V' YALDA EARLY CHILDHOOD CENTER, INC.",563 Bedford Ave,11211,4104,8,82,50,1,,,,91,14,535,535,33,14,90,500,3021930007,995114,195848,L
4100DC10624,3,BK,310,BROOKLYN COMMUNITY DISTRICT 10,6081,42,DAYCARE AMERICA INC.,347 91 St,11209,4102,8,82,21,1,,,,90,14,58,58,43,20,68,7810,3060810042,975682,165120,L
4100DC10628,3,BK,317,BROOKLYN COMMUNITY DISTRICT 17,5135,42,"HIGHER LEVEL, INC.",2401 Beverly Rd,11226,4102,8,82,47,1,,,,90,14,792,792,40,17,67,5400,3051350042,996848,174288,L
4100DC10635,3,BK,312,BROOKLYN COMMUNITY DISTRICT 12,5599,31,"SHIRA ASSOCIATION, INC.",1364 42 St,11219,4104,8,82,43,1,,,,91,14,232,232,39,20,66,6900,3055990031,987980,171637,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,387,1,EARTH SCHOOL,600 E 6 St,10009,1001,1,11,320,1,,320,0,1,1,26.01,2601,2,1,9,6700,1003870001,989243,202864,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,354,80,SCHOOL FOR GLOBAL LEADERS,145 Stanton St,10002,1002,1,11,239,1,,239,0,1,1,30.01,3001,1,1,7,6600,1003540080,988119,201606,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,387,1,TOMPKINS SQUARE MIDDLE SCHOOL,600 E 6 St,10009,1002,1,11,374,1,,374,0,1,1,26.01,2601,2,1,9,6700,1003870001,989243,202864,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,269,41,HENRY STREET SCHOOL,220 Henry St,10002,1004,1,11,314,1,,64,250,1,1,2.01,201,1,1,7,8000,1002690041,988115,199173,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,259,44,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,200 Monroe St,10002,1005,1,11,305,1,,0,305,1,1,2.02,202,1,1,7,8000,1002590044,988653,198769,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,439,17,EAST SIDE COMMUNITY SCHOOL,420 E 12 St,10009,1004,1,11,649,1,,260,389,1,1,34,34,2,1,9,6200,1004390017,989107,204927,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,422,72,FORSYTHE SATELLITE ACADEMY,198 Forsyth St,10002,1005,1,11,178,1,,0,178,1,1,36.01,3601,1,1,5,6500,1004220072,986891,202471,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,354,80,MARTA VALLE HIGH SCHOOL,145 Stanton St,10002,1005,1,11,377,1,,0,377,1,1,30.01,3001,1,1,7,6600,1003540080,988119,201606,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,354,80,LOWER EAST SIDE PREP HIGH SCHOOL,145 Stanton St,10002,1005,1,11,480,1,,0,480,1,1,30.01,3001,1,1,7,6600,1003540080,988119,201606,R
4100DC10639,3,BK,312,BROOKLYN COMMUNITY DISTRICT 12,5381,1,"YELED V' YALDA EARLY CHILDHOOD CENTER,INC.",1601 42 St,11204,4104,8,82,34,1,,,,91,14,478,478,39,20,66,7000,3053810001,989491,170639,L
4100DC10647,3,BK,314,BROOKLYN COMMUNITY DISTRICT 14,5150,31,GET SET LINDEN INC,1919 Cortelyou Rd,11226,4102,8,82,33,1,,,,90,14,514,514,40,22,70,7210,3051500031,995249,173657,L
4100DC10659,3,BK,314,BROOKLYN COMMUNITY DISTRICT 14,7552,100,"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.",2900 Bedford Ave,11210,4102,8,82,55,1,,,,90,14,772,772,45,22,70,7220,3075520100,996856,169082,L
4100DC10664,5,SI,501,STATEN ISLAND COMMUNITY DISTRICT 1,9,9,SAFE HORIZON-STATEN ISLAND FAMILY COURT,51 Stuyvesant Pl,10301,4102,8,82,6,1,,,,90,14,7,7,49,31,120,400,5000090009,962589,174205,L
4100DC10665,2,BX,210,BRONX COMMUNITY DISTRICT 10,5356,1,"TENDER YEARS CHILDCARE, INC.",3141 E Tremont Ave,10461,4102,8,82,16,1,,,,90,14,184,184,13,8,45,3210,2053560001,1030082,244590,L
4100DC10676,3,BK,302,BROOKLYN COMMUNITY DISTRICT 2,2075,12,THE CHILD STUDY CENTER OF NEW YORK. INC.,167-171 Clermont Ave,11205,4102,8,82,90,1,,,,90,14,183,183,35,13,88,1200,3020750012,992507,191590,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,335,1,"NEW EXPLORATIONS SCI, TECH & MATH",111 Columbia St,10002,1006,1,11,1715,1,,1106,609,1,1,22.01,2201,2,1,7,7600,1003350001,989909,201379,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,422,72,CASCADES HIGH SCHOOL,198 Forsyth St,10002,1005,1,11,212,1,,0,212,1,1,36.01,3601,1,1,5,6500,1004220072,986891,202471,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,325,25,BARD HIGH SCHOOL EARLY COLLEGE,525 E Houston St,10002,1005,1,11,563,1,,0,563,1,1,10.02,1002,2,1,7,7600,1003250025,990877,200964,R
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,356,100,GIRLS PREP CHARTER SCHOOL,442 E Houston St,10002,1011,1,11,560,1,,560,0,1,1,20,20,2,1,9,7600,1003560100,990525,201545,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,343,1,MANHATTAN CHARTER SCHOOL,100 Attorney St,10002,1011,1,11,271,1,,271,0,1,1,14.02,1402,1,1,7,7400,1003430001,988653,200908,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,420,7501,INNOVATE MANHATTAN CHARTER SCHOOL,38 Delancey St,10002,1012,1,11,165,1,,165,0,1,1,18,18,1,1,5,7400,1004207501,986562,201600,L
4514M01,2,BX,203,BRONX COMMUNITY DISTRICT 3,2678,1,PSS DAVIDSON NEIGHBORHOOD SENIOR CENTER,950 Union Ave,10459,4501,9,91,3990,9,,,,91,21,129.01,12901,17,12,42,3600,2026780001,1011581,239228,L
4514N01,2,BX,204,BRONX COMMUNITY DISTRICT 4,2516,51,PSS HIGHBRIDGE NEIGHBORHOOD SENIOR CENTE,1181 Nelson Ave,10452,4501,9,91,1770,9,,,,91,21,199,199,16,9,44,3310,2025160051,1004705,244349,L
4514P01,2,BX,212,BRONX COMMUNITY DISTRICT 12,4624,37,RAIN GUNHILL NEIGHBORHOOD SENIOR CENTER,3377 White Plains Rd,10467,4501,9,91,1800,9,,,,91,21,374,374,12,11,47,810,2046240037,1020913,257944,L
4514Q01,2,BX,211,BRONX COMMUNITY DISTRICT 11,4581,1,RAIN EASTCHESTER NEIGHBORHOOD SENIOR CTR,1246 Burke Ave,10469,4501,9,91,3900,9,,,,91,21,348,348,12,11,49,820,2045810001,1025113,256385,L
1.03101E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,269,41,MANHATTAN CHARTER SCHOOL II,220 Henry St,10002,1011,1,11,147,1,,147,0,1,1,2.01,201,1,1,7,8000,1002690041,988115,199173,L
1.03102E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,279,40,PS 1 ALFRED E SMITH,8 Henry St,10038,1001,1,11,510,1,,510,0,1,1,27,27,1,2,5,7800,1002790040,984949,198878,L
1.03102E+13,1,MN,103,MANHATTAN COMMUNITY DISTRICT 3,273,1,PS 2 MEYER LONDON,122 Henry St,10002,1001,1,11,814,1,,814,0,1,1,6,6,1,2,7,7800,1002730001,986600,199007,L
1.03102E+13,1,MN,102,MANHATTAN COMMUNITY DISTRICT 2,585,41,PS 3 CHARRETTE SCHOOL,490 Hudson St,10014,1001,1,11,808,1,,808,0,1,1,73,73,3,2,6,6400,1005850041,982595,206185,L
4514R01,2,BX,210,BRONX COMMUNITY DISTRICT 10,4171,24,RAIN MIDDLETOWN NEIGHBORHOOD SENIOR CTR,3035 Middletown Rd,10461,4501,9,91,3000,9,,,,91,21,266.02,26602,13,8,45,1420,2041710024,1031524,247080,L
4514S01,2,BX,212,BRONX COMMUNITY DISTRICT 12,5046,33,RAIN NEREID NEIGHBORHOOD SENIOR CENTER,720 Nereid Ave,10466,4501,9,91,2430,9,,,,91,21,434,434,11,11,47,520,2050460033,1024634,266447,L
4514T01,2,BX,209,BRONX COMMUNITY DISTRICT 9,3938,7501,RAIN PARKCHESTER NEIGHBORHOOD SENIOR CTR,1380 Metropolitan Ave,10462,4501,9,91,4200,9,,,,91,21,212,212,18,12,43,1310,2039387501,1023285,243926,L
4514U01,2,BX,211,BRONX COMMUNITY DISTRICT 11,4431,1,RAIN BOSTON ROAD NEIGHBORHOOD SENIOR CTR,2424 Boston Rd,10467,4501,9,91,3150,9,,,,91,21,330,330,13,11,49,810,2044310001,1021330,253356,L
4514V01,2,BX,212,BRONX COMMUNITY DISTRICT 12,4737,105,RAIN BOSTON EAST NEIGHBORHOOD SENIOR CTR,3450 Boston Rd,10469,4501,9,91,2940,9,,,,91,21,364,364,12,11,47,620,2047370105,1026174,258512,L
4514X01,2,BX,212,BRONX COMMUNITY DISTRICT 12,5263,70,RAIN BOSTON SECOR NEIGHBORHOOD SR CTR,3540 Bivona St,10475,4501,9,91,2700,9,,,,91,21,462.02,46202,12,11,47,710,2052630070,1030658,260999,L
4514Y01,2,BX,208,BRONX COMMUNITY DISTRICT 8,5722,475,RIVERDALE NEIGHBORHOOD SENIOR CENTER,2600 Netherland Ave,10463,4501,9,91,3000,9,,,,91,21,293.02,29302,11,10,50,200,2057220475,1007827,259416,L
4514Z01,2,BX,202,BRONX COMMUNITY DISTRICT 2,2722,40,SEBCO NEIGHBORHOOD SENIOR CENTER,887 Southern Blvd,10459,4501,9,91,3000,9,,,,91,21,89,89,17,8,41,3700,2027220040,1013600,237737,L
4515A01,2,BX,206,BRONX COMMUNITY DISTRICT 6,3115,5,SEBCO MT CARMEL NEIGHBORHOOD SENIOR CTR,2405 Southern Blvd.,10458,4501,9,91,2250,9,,,,91,21,393,393,15,10,48,1100,2031150005,1016928,250336,L
4515B01,2,BX,203,BRONX COMMUNITY DISTRICT 3,2894,1,WILLIAM HODSON NEIGHBORHOOD SENIOR CTR,1320 Webster Ave,10456,4501,9,91,4560,9,,,,91,21,147.01,14701,16,9,42,2600,2028940001,1009895,243454,L
4515C01,2,BX,208,BRONX COMMUNITY DISTRICT 8,5952,374,RIVERDALE Y SENIOR CENTER,5625 Arlington Ave,10471,4501,9,91,3750,9,,,,91,21,323,323,11,10,50,100,2059520374,1009669,269057,L
2001QN001,4,QN,414,QUEENS COMMUNITY DISTRICT 14,16127,1,100 PRECINCT,92-24 Rockaway Beach Blvd,11693,2001,3,31,,99,,,,8,8,942.02,94202,32,27,100,3700,4161270001,1035211,152996,L
2001QN002,4,QN,414,QUEENS COMMUNITY DISTRICT 14,15557,4,101 PRECINCT,16-12 Mott Ave,11691,2001,3,31,,99,,,,8,8,1032.02,103202,31,27,101,3800,4155570004,1053678,159044,L
2001QN003,4,QN,409,QUEENS COMMUNITY DISTRICT 9,9327,21,102 PRECINCT,87-34 118 St,11418,2001,3,31,,99,,,,8,8,122,122,29,27,102,2600,4093270021,1030954,193887,L
2001QN004,4,QN,412,QUEENS COMMUNITY DISTRICT 12,9799,27,103 PRECINCT,168-02 Edward Byrne Ave,11432,2001,3,31,,99,,,,8,8,460,460,27,29,103,2810,4097990027,1041750,196939,L
2001QN005,4,QN,413,QUEENS COMMUNITY DISTRICT 13,10737,1,105 PRECINCT,92-08 222 St,11428,2001,3,31,,99,,,,8,8,560,560,23,29,105,2910,4107370001,1057635,203953,L
2001QN006,4,QN,410,QUEENS COMMUNITY DISTRICT 10,9505,61,106 PRECINCT,103-53 101 St,11417,2001,3,31,,99,,,,8,8,112,112,32,27,106,3100,4095050061,1028713,187853,L
490381347,2,BX,205,BRONX COMMUNITY DISTRICT 5,3173,36,CRESTON AVENUE BAPTIST CHURCH,114 E 188 St,10468,4903,10,102,,99,,,,91,99,237.03,23703,14,10,46,1600,2031730036,1012146,253229,L
490281352,3,BK,302,BROOKLYN COMMUNITY DISTRICT 2,1948,35,CHILD DEVELOPMENT SUPPORT CORP.,352-358 Classon Ave,11238,4902,10,102,,99,,,,91,99,231,231,35,13,88,1300,3019480035,995291,190079,L
490381357,3,BK,303,BROOKLYN COMMUNITY DISTRICT 3,1851,73,AGAPE SOCIAL SERVICES BEULAH MINISTRY,929 Marcy Ave,11216,4903,10,102,,99,,,,91,99,269,269,36,13,79,2800,3018510073,999180,187373,L
490181390,4,QN,412,QUEENS COMMUNITY DISTRICT 12,9758,47,FIRST REFORMED CHURCH OF JAMAICA,159-29 90 Ave,11432,4901,10,102,,99,,,,91,99,446.01,44601,24,28,103,2810,4097580047,1039616,196365,L
4515D01,2,BX,210,BRONX COMMUNITY DISTRICT 10,5640,10,PSS CITY ISLAND,116 City Island Ave,10464,4501,9,91,1770,9,,,,91,21,516,516,13,11,45,720,2056400010,1044058,245754,L
4.52E+04,2,BX,203,BRONX COMMUNITY DISTRICT 3,2977,103,NEIGHBORHOODD SHOPP ISC,910 E 172 St,10460,4501,9,91,4800,9,,,,91,21,155,155,17,12,42,2120,2029770103,1014630,243112,L
4522U01,3,BK,312,BROOKLYN COMMUNITY DISTRICT 12,5688,36,BORO PARK NEIGHBORHOOD SENIOR CENTER,5602 11Ave,11219,4501,9,91,3720,9,,,,91,21,216,216,44,20,66,8010,3056880036,983965,170167,L
4523Q01,3,BK,314,BROOKLYN COMMUNITY DISTRICT 14,6496,39,BROOKDALE NEIGHBORHOOD SENIOR CENTER,817 Ave H,11230,4501,9,91,4200,9,,,,91,21,460,460,40,22,70,7220,3064960039,993032,168632,L
4523U01,3,BK,312,BROOKLYN COMMUNITY DISTRICT 12,5712,1,AMICO 59TH ST NEIGHBORHOOD SR CITIZENS C,5901 13Ave,11219,4501,9,91,7920,9,,,,91,21,192,192,44,20,66,8010,3057120001,984841,168476,L
4524M01,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,7752,1,MIDWOOD NEIGHBORHOOD SENIOR CENTER,4815 Ave I,11234,4501,9,91,3600,9,,,,91,21,722,722,45,22,63,7420,3077520001,1003837,169056,L
4524Q01,3,BK,305,BROOKLYN COMMUNITY DISTRICT 5,4431,100,VANDALIA NEIGHBORHOOD SENIOR CENTER,47 Vandalia Ave,11239,4501,9,91,6570,9,,,,91,21,1058.04,105804,42,19,75,6420,3044310100,1015582,176157,L
2001QN007,4,QN,408,QUEENS COMMUNITY DISTRICT 8,6797,40,107 PRECINCT,71-01 Parsons Blvd,11365,2001,3,31,,99,,,,8,8,1227.01,122701,24,25,107,2021,4067970040,1036791,205267,L
2001QN008,4,QN,412,QUEENS COMMUNITY DISTRICT 12,12495,45,113 PRECINCT,167-02 Baisley Blvd,11434,2001,3,31,,99,,,,8,8,334.02,33402,28,28,113,3532,4124950045,1046399,186972,L
2001QN009,4,QN,405,QUEENS COMMUNITY DISTRICT 5,3632,1,104 PRECINCT,64-02 Catalpa Ave,11385,2001,3,31,,99,,,,8,8,581,581,30,24,104,2400,4036320001,1013764,195875,L
2001QN010,4,QN,402,QUEENS COMMUNITY DISTRICT 2,32,6,108 PRECINCT,5-47 50 Ave,11101,2001,3,31,,99,,,,8,8,7,7,26,30,108,720,4000320006,996793,210001,L
2001QN011,4,QN,407,QUEENS COMMUNITY DISTRICT 7,5011,6,109 PRECINCT,37-05 Union St,11354,2001,3,31,,99,,,,8,8,865,865,20,25,109,1200,4050110006,1032199,217060,L
2001QN012,4,QN,404,QUEENS COMMUNITY DISTRICT 4,1592,72,110 PRECINCT,94-41 43 Ave,11373,2001,3,31,,99,,,,8,8,465,465,21,24,110,1420,4015920072,1020251,210813,L
2001QN013,4,QN,411,QUEENS COMMUNITY DISTRICT 11,7333,221,111 PRECINCT,45-06 215 St,11361,2001,3,31,,99,,,,8,8,1471,1471,19,26,111,2122,4073330221,1048563,216314,L
2001QN014,4,QN,406,QUEENS COMMUNITY DISTRICT 6,3234,22,112 PRECINCT,68-40 Austin St,11375,2001,3,31,,99,,,,8,8,711,711,29,28,112,1940,4032340022,1025446,202473,L
2001QN015,4,QN,401,QUEENS COMMUNITY DISTRICT 1,632,30,114 PRECINCT,34-16 Astoria Blvd,11103,2001,3,31,,99,,,,8,8,65.01,6501,22,30,114,400,4006320030,1007653,219571,L
2001QN016,4,QN,403,QUEENS COMMUNITY DISTRICT 3,1422,34,115 PRECINCT,92-15 Northern Blvd,11372,2001,3,31,,99,,,,8,8,351,351,21,30,115,610,4014220034,1018699,215043,L
2001SI001,5,SI,501,STATEN ISLAND COMMUNITY DISTRICT 1,9,28,120 PRECINCT,78 Richmond Ter,10301,2001,3,31,,99,,,,8,8,7,7,49,31,120,400,5000090028,962748,174174,L
2001SI002,5,SI,502,STATEN ISLAND COMMUNITY DISTRICT 2,3906,1,122 PRECINCT,2320 Hylan Blvd,10306,2001,3,31,,99,,,,8,8,112.02,11202,50,31,122,910,5039060001,954954,148346,L
2001SI003,5,SI,503,STATEN ISLAND COMMUNITY DISTRICT 3,8028,56,123 PRECINCT,116 Main St,10307,2001,3,31,,99,,,,8,8,248,248,51,31,123,800,5080280056,914725,125837,L
2001SI004,5,SI,501,STATEN ISLAND COMMUNITY DISTRICT 1,1704,1,121 PRECINCT,970 Richmond Ave,10314,2001,3,31,,99,,,,8,8,303.02,30302,49,31,121,100,5017040001,942235,166502,L
3.39001E+11,3,BK,303,BROOKLYN COMMUNITY DISTRICT 3,1627,25,KINGSBORO ATC IP,754-56 Lexington Ave,11221,3304,5,51,60,2,,,,55,55,387,387,36,16,81,2100,3016270025,1003988,190665,R
3.39001E+11,3,BK,303,BROOKLYN COMMUNITY DISTRICT 3,1627,25,KINGSBORO ATC - MSW IP,754-56 Lexington Ave,11221,3302,5,51,10,2,,,,55,55,387,387,36,16,81,2100,3016270025,1003988,190665,R
3.40008E+11,3,BK,302,BROOKLYN COMMUNITY DISTRICT 2,250,7,COUNSELING SERVICE EDNY BROOKLYN180 OP,175 Remsen St,11201,3412,5,52,,98,,,,91,55,9,9,33,13,84,2300,3002500007,986627,191928,L
3.40008E+11,3,BK,302,BROOKLYN COMMUNITY DISTRICT 2,266,7501,COUNSELING SERVICE EDNY BROOKLYN210 OP,210 Joralemon St,11201,3412,5,52,,98,,,,91,55,9,9,33,15,84,2300,3002667501,986876,191440,L
490281402,3,BK,309,BROOKLYN COMMUNITY DISTRICT 9,1272,20,NATIONAL COMM. FOR FURTHERANCE OF JEWISH ED.,824 Eastern Pkwy,11213,4902,10,102,,99,,,,91,99,337,337,35,17,71,4900,3012720020,1000609,182975,L
490381412,3,BK,303,BROOKLYN COMMUNITY DISTRICT 3,1755,32,ST. STEPHEN OUTREACH INC.,874 Myrtle Ave,11206,4903,10,102,,99,,,,91,99,259.01,25901,36,14,79,1800,3017550032,998911,192625,L
490381418,1,MN,110,MANHATTAN COMMUNITY DISTRICT 10,1735,1,SALVATION ARMY HARLEM TEMPLE CORPS,540 Lenox Ave,10037,4903,10,102,,99,,,,91,99,212,212,9,5,32,1300,1017350001,1001054,236409,L
490381425,2,BX,205,BRONX COMMUNITY DISTRICT 5,3157,14,BREAD OF LIFE MISSION,2176 Grand Concourse,10457,4903,10,102,,99,,,,91,99,381,381,15,10,46,1700,2031570014,1011688,250783,L
2002BK001,3,BK,313,BROOKLYN COMMUNITY DISTRICT 13,7261,47,MOUNTED TROOP E,2815 Brighton 3 St,11235,2002,3,31,,99,,,,8,8,366,366,48,21,60,9110,3072610047,993917,151483,R
2002BK002,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,8590,600,HWY #2,2900 Flatbush Ave,11234,2002,3,31,,99,,,,8,8,666,666,46,22,63,8822,3085900600,1008723,157588,R
2002BK004,3,BK,313,BROOKLYN COMMUNITY DISTRICT 13,7266,1,TRANSIT DISTRICT 34,2869 Stillwell Ave,11224,2002,3,31,,99,,,,8,8,350,350,47,21,60,9020,3072660001,989454,149899,R
2002BK006,3,BK,307,BROOKLYN COMMUNITY DISTRICT 7,5778,1,HARBOR C,140 58 St,11220,2002,3,31,,99,,,,8,8,18,18,38,20,72,4400,3057780001,976261,173945,R
