School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location
609729,1530,46281,SCHURZ HS,Carl Schurz High School,Neighborhood,HS,Y,,,,Carl Schurz High School will provide the essential skills for all students to become responsible citizens in a technologically rich society through curricula that will challenge students to develop critical thinking skills; to cultivate high levels of self-motivation for personal and professional achievement; and to recognize that they can affect change in a global society.,Principal,Mrs.Kathleen Therese Valente,Assistant Principal,Anthony N. Rodriguez,3601 N MILWAUKEE AVE,Chicago,Illinois,60641,7735343420,7735343573,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609729,http://www.schurzhs.org,https://www.facebook.com/CarlSchurzHS,https://twitter.com/CarlSchurzHS,,,Y,"9,10,11,12",9-12,1762,1605,324,313,199,1395,103,31,8,0,0,17,5,4,There are 1762 students enrolled at SCHURZ HS.  91.1% are Low Income Students.  18.4% are Diverse Learners.  17.8% are Limited English Learners.,The largest demographic at SCHURZ HS is Hispanic.  This demographic makes up 79.2% of the student population.  The second greatest demographic is Black at 11.3%.,Generally accessible,Y,,Full Day,7:45  AM - 2:56  PM,7:45 am - 2:56 pm,3:00 pm - 5:30 pm,,"French, Italian, Spanish, Spanish for Heritage Speakers",Y,N,Y,,,Y,,,"56, 152",Blue,Milwaukee District North (MD-N),41.946365,-87.735612,16.4,18.4,50.1,57.9,72.5,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,Assistant Principal,Debra Neiman,,,,,,,,,"3601 N MILWAUKEE AVE
Chicago, Illinois 60641
(41.946365, -87.735612)"
610521,7000,29391,DAVIS M,Sir Miles Davis Magnet Elementary Academy,Magnet,ES,,Y,Y,,"Miles Davis Magnet Academy provides each student with a rigorous instructional program focused on engineering, technology, math, science and literacy. Our goal is to stimulate personal growth and develop lifelong learners who are prepared to become constructive members of our global society.",Principal,Cheryl Elaine Armstrong-Belt,Other,Ms. Kimberly Simon,6740 S PAULINA ST,Chicago,Illinois,60636,7735359120,7735359129,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610521,http://www.milesdavismagnet.org,,,,,N,"K,1,2,3,4,5,6,7,8",K-8,251,242,32,9,233,17,0,0,0,0,0,1,0,0,There are 251 students enrolled at DAVIS M.  96.4% are Low Income Students.  12.7% are Diverse Learners.  3.6% are Limited English Learners.,The largest demographic at DAVIS M is Black.  This demographic makes up 92.8% of the student population.  The second greatest demographic is Hispanic at 6.8%.,Fully Accessible,Y,,Full Day,07:45 AM-02:45 PM,,,,,,,Y,,,,,,9,,,41.771221,-87.66653,,18.4,,57.9,,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2015-2016,,,,,,,,,,,"6740 S PAULINA ST
Chicago, Illinois 60636
(41.771221, -87.66653)"
610254,6760,26051,DVORAK,Dvorak Technology Academy,Neighborhood,ES,,Y,Y,Y,Our mission is to provide students in the North Lawndale community with a high quality educationby engaging themin a rigorous and relevant curriculum using differentiated instructional practices that support all students' ability to learn. Our goal is to ensure all students are prepared for success in college and beyond.<br />,Principal,Mrs.LaShawn K Whitney,Assistant Principal,Patricia Baggett-Hopkins,3615 W 16TH ST,Chicago,Illinois,60623,7735341690,7735341676,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610254,http://auslchicago.org/schools/pages/dvorak,https://www.facebook.com/Dvorak-School-of-Excellence-1155316321149898,https://twitter.com/AUSLChicago,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",443,435,50,0,432,8,2,0,0,0,0,1,0,0,There are 443 students enrolled at DVORAK.  98.2% are Low Income Students.  11.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at DVORAK is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 1.8%.,Generally accessible,Y,Full Day,Full Day,08:30 AM-03:30 PM,,,,,,,Y,,,,,,"18, 82",,,41.858883,-87.715744,,18.4,,57.9,,73.5,Level 1,Intensive Support,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"3615 W 16TH ST
Chicago, Illinois 60623
(41.858883, -87.715744)"
610157,5710,25231,SAWYER,Sidney Sawyer Elementary School,Neighborhood,ES,,Y,Y,,"Sawyer School holds high academic and social expectations for each and every student, family, and its entire Community. We use Best Practices, Differentiated Instruction, and stress the development of critical thinking across the curriculum. Our school includes ELLs and Special Education students with the General Education population. We will be opening up a Gifted Program in September 2015 for the students within our attendance boundary.",Principal,Nelly Robles,Assistant Principal,Clarisa Reyes Bravo-Ruiz,5248 S SAWYER AVE,Chicago,Illinois,60632,7735350440,7735350445,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610157,http://sawyer.cps.edu,,,,,Y,"K,1,2,3,4,5,6,7,8",K-8,1650,1563,128,535,10,1612,20,1,5,0,0,1,0,1,There are 1650 students enrolled at SAWYER.  94.7% are Low Income Students.  7.8% are Diverse Learners.  32.4% are Limited English Learners.,The largest demographic at SAWYER is Hispanic.  This demographic makes up 97.7% of the student population.  The second greatest demographic is White at 1.2%.,No/unknown accessibility,Y,,Full Day,8:00 AM-3:00 PM,,,,,,,Y,,,,,,"51, 52, 52A",Orange,,41.797498,-87.705006,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,Assistant Principal,Lucille Burmov,,,,,,,,,"5248 S SAWYER AVE
Chicago, Illinois 60632
(41.797498, -87.705006)"
400069,4150,67081,POLARIS,Polaris Charter Academy,Charter,ES,,Y,Y,,"Polaris is committed to helping students become academically successful lifelong learners with a strong sense of personal and civic responsibility. Through experiential learning, fully integrated and infused literacy, and real world investigation, Polaris seeks to create the next generation of active and engaged citizens.",Director,Ms. Michelle Navarre,Other,Roel Vivit,620 N SAWYER AVE,Chicago,Illinois,60624,7735340820,7735346645,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400069,http://www.pcachicago.org,https://www.facebook.com/PolarisCharterAcademy,https://twitter.com/PolarisCA,https://www.youtube.com/channel/UCHblvjecJ7Bp29RCD6amsGQ,,N,"K,1,2,3,4,5,6,7,8",K-8,446,421,69,6,400,42,1,0,0,0,0,1,0,2,There are 446 students enrolled at POLARIS.  94.4% are Low Income Students.  15.5% are Diverse Learners.  1.3% are Limited English Learners.,The largest demographic at POLARIS is Black.  This demographic makes up 89.7% of the student population.  The second greatest demographic is Hispanic at 9.4%.,Generally accessible,Y,,Full Day,7:50 am-4:00 pm,,4:00 pm-6:00 pm,07:20 AM,,,,Y,,,,,,,,,41.89255,-87.707796,,18.4,,57.9,,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,,,,,,,,,,,"620 N SAWYER AVE
Chicago, Illinois 60624
(41.89255, -87.707796)"
610223,6390,25811,WENTWORTH,Daniel S Wentworth Elementary School,Neighborhood,ES,,Y,Y,Y,"Wentworth provides a haven for academic and social growth. Our mission is to prepare our students to be lifelong learners, productive citizens, and conscientious participants in a multi-cultural and technologically-advanced society, prepared for success in higher education. Wentworth partners with organizations including Salvation Army and By The Hand Club for Kids.",Principal,Cynthia Maria Hughes-Hannah,Assistant Principal,Dr. Marcus Alexander,1340 W 71ST ST,Chicago,Illinois,60636,7735353394,7735353434,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610223,http://www.wentworthelementary.org/,,https://twitter.com/Wentworth_60621,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",493,489,98,13,472,18,2,0,0,0,0,1,0,0,There are 493 students enrolled at WENTWORTH.  99.2% are Low Income Students.  19.9% are Diverse Learners.  2.6% are Limited English Learners.,The largest demographic at WENTWORTH is Black.  This demographic makes up 95.7% of the student population.  The second greatest demographic is Hispanic at 3.7%.,No/unknown accessibility,Y,Full and Half Day,Full Day,08:45 AM-03:45 PM,,,,,,,Y,,Y,Y,,,"8, 67",,,41.765076,-87.658205,,18.4,,57.9,,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"1340 W 71ST ST
Chicago, Illinois 60636
(41.765076, -87.658205)"
609837,2630,22551,CARNEGIE,Andrew Carnegie Elementary School,Regional gifted center,ES,,Y,Y,Y,Andrew Carnegie is a regional gifted center and a community school recognized for its academic excellence. Carnegie partners with the Woodlawn Childrens Promise Community and the University of Chicago to provide a wide range of tutoring and social services to the families in the Carnegie Community.<br /><br />,Principal,Docilla Pollard,Assistant Principal,Juanita Stem,1414 E 61ST PL,Chicago,Illinois,60637,7735350530,7735350525,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609837,http://www.carnegie.cps.edu,,https://twitter.com/acscougars,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",647,521,55,2,632,8,4,1,0,0,0,1,1,0,There are 647 students enrolled at CARNEGIE.  80.5% are Low Income Students.  8.5% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at CARNEGIE is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 1.2%.,No/unknown accessibility,Y,Half Day,Full Day,08:45 AM-03:45 PM,,3:45 pm - 5:00 PM,8:30 am,Spanish,,,Y,,,,,,"59, 63",,Metra Electric District (ME),41.783368,-87.590795,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that provide an accelerated instructional program that place an emphasis on thinking, reasoning, problem solving and creativity. Acceptance based on application and entrance exam.",School Year 2015-2016,IB/Gifted Coordinator,Catherine Hegwood,School Counselor,Arma Adams,,,,,,,"1414 E 61ST PL
Chicago, Illinois 60637
(41.783368, -87.590795)"
610580,9653,65020,MAGIC JOHNSON - HUMBOLDT PK HS,Magic Johnson- Humboldt Park HS,Citywide-Option,HS,Y,,,,,Principal,Ms. Kisha Lang,,,2421 W DIVISION,Chicago,Illinois,60622,7732760620,7732760692,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610580,http://magicjohnsonbridgescape.com,,,,,N,"9,10,11,12",9-12,191,184,33,14,57,122,8,0,1,0,0,3,0,0,There are 191 students enrolled at MAGIC JOHNSON - HUMBOLDT PK HS.  96.3% are Low Income Students.  17.3% are Diverse Learners.  7.3% are Limited English Learners.,The largest demographic at MAGIC JOHNSON - HUMBOLDT PK HS is Hispanic.  This demographic makes up 63.9% of the student population.  The second greatest demographic is Black at 29.8%.,No/unknown accessibility,N,,,,,,,,,,,,,,,,,,,41.902925,-87.687889,15.4,18.4,22.2,57.9,,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.",Schools that have their own processes for enrollment.,School Year 2015-2016,,,,,,,,,,,"2421 W DIVISION
Chicago, Illinois 60622
(41.902925, -87.687889)"
609734,1580,46311,TAFT HS,William Howard Taft High School,Neighborhood,HS,Y,Y,,,"As an IB World School, Taft High School reflects the diversity of our global society while setting the highest expectations as the premier neighborhood school in Chicago.<br />",Principal,Mark Grishaber,Assistant Principal,Maria Amador,6530 W BRYN MAWR AVE,Chicago,Illinois,60631,7735341000,7735341027,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609734,http://www.tafths.org,http://www.facebook.com/tafths,https://twitter.com/taft_hs,https://www.youtube.com/channel/UClTyFK3VXAb18FZf03gKxkw,,Y,"7,8,9,10,11,12",7-12,3248,1740,398,194,82,1297,1541,240,7,0,0,74,6,1,There are 3248 students enrolled at TAFT HS.  53.6% are Low Income Students.  12.3% are Diverse Learners.  6% are Limited English Learners.,The largest demographic at TAFT HS is White.  This demographic makes up 47.4% of the student population.  The second greatest demographic is Hispanic at 39.9%.,Generally accessible,N,,Full Day,7:45 a.m. - 3:03 p.m.,,3:03 p.m. - 8:00 p.m.,06:30 a.m.,"Arabic, French, Korean, Polish, Spanish, Spanish for Heritage Speakers",Y,N,N,,,Y,,,"68, 86",Blue,Union Pacific Northwest (UP-NW),41.982961,-87.791547,18.9,18.4,63,57.9,85.2,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,Assistant Principal,Eric Flores,Assistant Principal,Jenny Greenblatt,Assistant Principal,Patrick Levins,IB Coordinator,Irene Kondos,NJROTC Commander,Gerard Eglar,"6530 W BRYN MAWR AVE
Chicago, Illinois 60631
(41.982961, -87.791547)"
400077,3061,66112,U OF C - WOODLAWN HS,University of Chicago - Woodlawn,Charter,HS,Y,Y,,,"Woodlawn 100% college acceptancefive consecutive years in a row. Highest college persistence, any non-selective high school. Woodlawn offers rich and rigorous curriculum, including Logic Engineering, Computer Science, and AP courses. Strong scholarship record including Posse Foundation,Gates Millennium,University of Chicago. University of Chicago partnerships and unique resources. Dedicated college office with alumni network. Alumni attend Stanford,University of Chicago,Oberlin,UIUC, University of Missouri,Howard just to name a few. Woodlawn has diverse extracurriculars and enrichment, including football,basketball, dance,fine arts, exploratory learning. Integrated Woodlawn Middle and High School Campus.Pre-K to 12 Superhighway UChicago Charter School<br />",Director,Mr. Kieran Palmer-Klein,Campus Director,Kieran Palmer-Klein,6420 S UNIVERSITY AVE,Chicago,Illinois,60637,7737528101,7733240653,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400077,http://www.uchicagocharter.org/page.cfm?p=519,https://www.facebook.com/UCCharterSchool,http://twitter.com/UCCharterSchool,http://www.youtube.com/watch?v=ZQHE1_nnaS8,,Y,"6,7,8,9,10,11,12",6-12,611,505,102,1,599,5,4,0,0,0,0,2,1,0,There are 611 students enrolled at U OF C - WOODLAWN HS.  82.7% are Low Income Students.  16.7% are Diverse Learners.  0.2% are Limited English Learners.,The largest demographic at U OF C - WOODLAWN HS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 0.8%.,Generally accessible,Y,,,8:00 AM-3:40 PM,8:00 a.m. - 3:40 p.m.,3:40 PM -5:15PM,7:30 AM,,N,N,Y,,,,,,"63, 6",Green,Metra Electric District (ME),41.77813,-87.598114,17.2,18.4,80.4,57.9,76.3,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2015-2016,High School Director,Michael Lackenbach,Assistant High School Director,Bosede Bada,MIddle School Director,Sonia Wang,Operations Manager,Latasha McMillon,Admissions Director,Carla Scott,"6420 S UNIVERSITY AVE
Chicago, Illinois 60637
(41.77813, -87.598114)"
609949,3620,23401,GRAY,William P Gray Elementary School,Neighborhood,ES,,Y,Y,Y,"Gray offers a robust academic program for all of our students with a strong instructional staff including seventeen Nationally Board Certified Teachers. In addition to academic excellence, Gray boasts championship teams in both area and citywide athletics. We have active parent participation through our LSC, BAC and NCLB parent committees.",Principal,Susan Mary Gross,Assistant Principal,Victoria Tomko,3730 N LARAMIE AVE,Chicago,Illinois,60641,7735343520,7735343613,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609949,http://gray.cps.edu/,,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1231,1099,164,325,23,1048,115,27,4,0,0,8,2,4,There are 1231 students enrolled at GRAY.  89.3% are Low Income Students.  13.3% are Diverse Learners.  26.4% are Limited English Learners.,The largest demographic at GRAY is Hispanic.  This demographic makes up 85.1% of the student population.  The second greatest demographic is White at 9.3%.,No/unknown accessibility,Y,Half Day,Full Day,8:00 AM-3:00 PM,,,,,,,Y,,,,,,"80, 152",,,41.948764,-87.757116,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,Assistant Principal,Sandra Cano,,,,,,,,,"3730 N LARAMIE AVE
Chicago, Illinois 60641
(41.948764, -87.757116)"
609872,2930,22861,PEREZ,Manuel Perez Elementary School,Neighborhood,ES,,Y,Y,Y,"Manuel Perez Elementary is a Fine and Performing Arts Magnet Cluster School that focuses on combining a rigorous academic program with high quality extracurricular programs for students and their families. The school partners with the Bilingual Parent Resource Center, Supplies for Dreams Foundation, and the Rush Medical Center Science and Math Excellence Network.",Principal,Jessica Johnson,,,1241 W 19TH ST,Chicago,Illinois,60608,7735347650,7735347621,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609872,http://www.perezelementaryschool.org,,http://twitter.com/perezschool,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",325,314,43,98,9,311,2,3,0,0,0,0,0,0,There are 325 students enrolled at PEREZ.  96.6% are Low Income Students.  13.2% are Diverse Learners.  30.2% are Limited English Learners.,The largest demographic at PEREZ is Hispanic.  This demographic makes up 95.7% of the student population.  The second greatest demographic is Black at 2.8%.,No/unknown accessibility,Y,Full and Half Day,Full Day,08:00 AM-03:00 PM,,,,Chinese,,,Y,,,,,,"18, 21, 60",,,41.856029,-87.65798,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"1241 W 19TH ST
Chicago, Illinois 60608
(41.856029, -87.65798)"
609694,1200,46021,HANCOCK HS,John Hancock College Preparatory High School,Neighborhood,HS,Y,,,,Hancock fosters leadership skills and community involvement through small group workshops and support programs designed to help students discover and develop their academic abilities.,Principal,Dr.Karen McVeigh Boran,Director of Admission,Ms. Heather Pavona,4034 W 56TH ST,Chicago,Illinois,60629,7735352410,7735352434,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609694,http://www.hancockhs.org,https://www.facebook.com/HancockCPS,https://twitter.com/cpshancock,,,Y,"9,10,11,12",9-12,867,781,45,27,10,821,20,8,4,0,0,3,0,1,There are 867 students enrolled at HANCOCK HS.  90.1% are Low Income Students.  5.2% are Diverse Learners.  3.1% are Limited English Learners.,The largest demographic at HANCOCK HS is Hispanic.  This demographic makes up 94.7% of the student population.  The second greatest demographic is White at 2.3%.,Fully Accessible,N,,Full Day,8:15am - 3:30pm,8:15 a.m. - 3:30 p.m.,3:35pm-4:25pm,7:30am,"French, Spanish",Y,N,Y,,,,,,"53A, 55, 59",Orange,,41.791464,-87.72447,16.9,18.4,58.3,57.9,84.6,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,Assistant Principal -- Pre-AP,Ms. Natalie Garfield,Assistant Principal -- Early College,Ms. Vanessa Puentes-Hernandez,,,,,,,"4034 W 56TH ST
Chicago, Illinois 60629
(41.791464, -87.72447)"
609941,3550,29111,RANDOLPH,Asa Philip Randolph Elementary School,Magnet,ES,,Y,Y,Y,"Our mission is to inspire every student to learn, think critically, achieve at high levels, and care. We offer a challenging and differentiated curriculum that integrates literacy, math, science, and technology. We also seek to meet the social and intellectual needs of all of our students, enabling them to become productive leaders in an ever-changing society.",Principal,Mrs.Elizabeth Gayle Meyers,Other,Ms. Tara Shaun Cain,7316 S HOYNE AVE,Chicago,Illinois,60636,7735359015,7735359455,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609941,http://randolph.cps.edu/,https://www.facebook.com/pages/Randolph-Elementary-Magnet-School/4920669509,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",509,501,69,18,460,48,1,0,0,0,0,0,0,0,There are 509 students enrolled at RANDOLPH.  98.4% are Low Income Students.  13.6% are Diverse Learners.  3.5% are Limited English Learners.,The largest demographic at RANDOLPH is Black.  This demographic makes up 90.4% of the student population.  The second greatest demographic is Hispanic at 9.4%.,Generally accessible,Y,Half Day,Full Day,08:00 AM-03:00 PM,,,,,Y,,Y,,,,,,"48, 75",Orange,,41.760614,-87.675966,,18.4,,57.9,,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2015-2016,,,,,,,,,,,"7316 S HOYNE AVE
Chicago, Illinois 60636
(41.760614, -87.675966)"
610203,6220,25631,TONTI,Enrico Tonti Elementary School,Neighborhood,ES,,,Y,Y,"Tonti Elementary takes the academic success of every student seriously. We engage our students in high-level research during reading, science, and math. We focus on creating lifelong learners who enjoy reading for learning and for pleasure. Tonti School partners with parents and community organizations to ensure a nourishing, healthy, and safe school environment.",Principal,Gerardo Arriaga,Assistant Principal,Sharon Zigulich,5815 S HOMAN AVE,Chicago,Illinois,60629,7735359280,7735350470,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610203,http://tonti.cps.edu,,https://twitter.com/tontischool,,,Y,"PK,K,1,2,3,4,5","PK,K-5",1062,1005,97,310,19,1020,11,1,1,0,0,1,0,9,There are 1062 students enrolled at TONTI.  94.6% are Low Income Students.  9.1% are Diverse Learners.  29.2% are Limited English Learners.,The largest demographic at TONTI is Hispanic.  This demographic makes up 96% of the student population.  The second greatest demographic is Black at 1.8%.,No/unknown accessibility,Y,Full and Half Day,Full Day,08:00 AM-03:00 PM,,3:00 p.m. - 5:30 p.m.,7:30 a.m.,"Spanish, Spanish for Heritage Speakers",Y,,Y,,,,,,"52, 52A, 55, 59",Orange,,41.787523,-87.708179,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,Pre-K Head Teacher,Celia Martinez,Bilingual Coordinator,Dr. Socorro Mendoza,,,,,,,"5815 S HOMAN AVE
Chicago, Illinois 60629
(41.787523, -87.708179)"
609856,2790,22731,CLAY,Henry Clay Elementary School,Neighborhood,ES,,Y,Y,Y,"Clay offers students, in addition to academic curriculum, an advanced literature and writing program. Students skills in reading, writing, listening, and speaking are strengthened by the intensive focus. Clay has partnerships with the, Hegewisch Community Center, and the Ford Motor Company. Clays chess team has won awards and recognition in statewide competitions.",Principal,Jennifer Lynne Laurincik,Assistant Principal,Jennifer Lynne Laurincik,13231 S BURLEY AVE,Chicago,Illinois,60633,7735355600,7735355606,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609856,http://www.henryclayschool.com,,,,,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",628,577,83,169,83,469,52,1,1,0,0,15,0,7,There are 628 students enrolled at CLAY.  91.9% are Low Income Students.  13.2% are Diverse Learners.  26.9% are Limited English Learners.,The largest demographic at CLAY is Hispanic.  This demographic makes up 74.7% of the student population.  The second greatest demographic is Black at 13.2%.,Generally accessible,Y,Half Day,Full Day,8:00 am-3:00 pm,,,,,,,Y,Y,,Y,,,,,,41.654558,-87.544614,,18.4,,57.9,,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit: <a href = 'http://cps.edu/sqrp' target = '_blank'>http://cps.edu/sqrp</a>.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2015-2016,,,,,,,,,,,"13231 S BURLEY AVE
Chicago, Illinois 60633
(41.654558, -87.544614)"
